Frame,Nose_X,Nose_Y,Nose_Score,LEye_X,LEye_Y,LEye_Score,REye_X,REye_Y,REye_Score,LEar_X,LEar_Y,LEar_Score,REar_X,REar_Y,REar_Score,LShoulder_X,LShoulder_Y,LShoulder_Score,RShoulder_X,RShoulder_Y,RShoulder_Score,LElbow_X,LElbow_Y,LElbow_Score,RElbow_X,RElbow_Y,RElbow_Score,LWrist_X,LWrist_Y,LWrist_Score,RWrist_X,RWrist_Y,RWrist_Score,LHip_X,LHip_Y,LHip_Score,RHip_X,RHip_Y,RHip_Score,LKnee_X,LKnee_Y,LKnee_Score,RKnee_X,RKnee_Y,RKnee_Score,LAnkle_X,LAnkle_Y,LAnkle_Score,RAnkle_X,RAnkle_Y,RAnkle_Score,Head_X,Head_Y,Head_Score,Neck_X,Neck_Y,Neck_Score,Hip_X,Hip_Y,Hip_Score,LBigToe_X,LBigToe_Y,LBigToe_Score,RBigToe_X,RBigToe_Y,RBigToe_Score,LSmallToe_X,LSmallToe_Y,LSmallToe_Score,RSmallToe_X,RSmallToe_Y,RSmallToe_Score,LHeel_X,LHeel_Y,LHeel_Score,RHeel_X,RHeel_Y,RHeel_Score,RKnee,LKnee,RElbow,LElbow,RAnkle,LAnkle,Neck,Hip,TL_X,TL_Y,BR_X,BR_Y,BBOX_SCORE
129,308.99,135.15,0.9389,310.48,132.16,0.9218,308.99,132.16,0.9252,317.95,133.66,0.951,316.46,133.66,0.7854,323.93,147.1,0.9106,313.47,148.59,0.9282,332.89,165.02,0.9428,316.46,163.53,0.8257,319.45,166.52,0.9454,310.48,168.01,0.8572,323.93,181.46,0.9458,316.46,181.46,0.9292,319.45,208.34,0.8989,310.48,206.85,0.9571,331.4,230.75,0.8333,331.4,218.8,0.8219,313.47,124.69,0.9177,317.95,141.13,0.9943,319.45,179.96,0.9794,320.94,238.22,0.8271,316.46,232.24,0.5542,325.42,239.71,0.8096,317.95,229.25,0.6561,334.38,235.23,0.8471,337.37,215.81,0.7622,73.5,37.53,64.44,110.22,108.27,82.53,13.05,45.0,304.56,124.84,341.8,239.56,0.98
130,308.22,135.59,0.9549,309.63,132.78,0.9438,308.22,132.78,0.9447,316.66,134.19,0.9447,315.25,134.19,0.8106,325.09,146.84,0.9468,313.85,146.84,0.9642,333.53,165.11,0.977,316.66,162.3,0.904,319.47,166.52,0.9257,311.04,169.33,0.7104,323.69,181.98,0.9416,316.66,180.58,0.9543,319.47,208.69,0.901,309.63,207.29,0.942,330.72,229.78,0.8663,332.12,215.72,0.9024,312.44,124.35,0.9241,316.66,141.21,0.9681,319.47,180.58,0.9397,323.69,238.21,0.862,326.5,226.97,0.5408,327.91,239.62,0.8435,330.72,224.16,0.6499,334.93,234.0,0.8398,336.34,212.91,0.8554,84.19,37.05,48.96,109.06,96.01,67.88,9.95,18.44,303.83,124.49,342.15,232.45,0.94
131,309.18,134.82,0.9443,312.16,131.84,0.9455,309.18,131.84,0.9571,318.12,131.84,0.9208,316.63,131.84,0.7378,324.08,146.75,0.9036,313.65,146.75,0.9279,333.03,164.63,0.9481,318.12,161.65,0.8318,318.12,166.12,0.9442,310.67,167.62,0.8199,324.08,181.03,0.933,316.63,181.03,0.9074,319.61,207.86,0.9312,310.67,206.37,0.9659,333.03,231.71,0.8747,331.54,216.8,0.9136,313.65,122.9,0.9114,318.12,140.79,0.9845,319.61,179.54,0.9695,324.08,239.16,0.8028,321.1,230.22,0.6444,328.56,240.65,0.7663,321.1,227.24,0.719,337.5,234.69,0.8313,337.5,215.31,0.8553,76.68,38.82,68.04,110.85,101.31,79.55,11.83,45.0,305.33,124.54,341.35,239.01,0.93
132,308.87,133.57,0.9415,311.84,130.6,0.955,308.87,130.6,0.966,317.79,132.09,0.9386,316.3,132.09,0.7316,325.21,146.94,0.9164,313.33,146.94,0.9374,332.64,164.76,0.9468,317.79,161.79,0.8552,319.27,166.25,0.9306,311.84,167.73,0.8137,325.21,181.1,0.9013,316.3,181.1,0.9249,320.76,207.83,0.9416,310.36,206.34,0.9747,332.64,231.59,0.8618,332.64,216.74,0.9865,313.33,123.18,0.9383,317.79,139.51,0.9824,320.76,179.61,0.9654,325.21,239.01,0.8325,326.7,228.62,0.6259,329.67,239.01,0.7856,326.7,227.13,0.706,337.09,234.56,0.8822,337.09,215.25,0.9514,78.22,36.03,61.7,106.28,91.55,71.57,11.02,36.87,305.14,124.81,340.83,238.87,0.97
133,309.02,133.8,0.9347,311.99,130.83,0.9526,309.02,132.31,0.9589,317.93,132.31,0.9478,316.44,132.31,0.7659,325.35,147.16,0.9193,313.47,147.16,0.9401,334.26,164.98,0.9585,317.93,162.01,0.8742,317.93,164.98,0.9358,311.99,167.95,0.8234,323.87,179.82,0.9162,316.44,181.31,0.9225,320.9,208.03,0.948,310.5,206.55,0.9832,334.26,230.3,0.8201,332.77,216.94,0.9884,313.47,123.4,0.9163,317.93,139.74,0.9735,320.9,179.82,0.9753,328.32,237.73,0.8429,331.29,225.85,0.7294,331.29,239.21,0.8099,326.83,225.85,0.742,337.23,233.27,0.8644,337.23,215.46,0.9987,78.22,36.97,61.7,116.57,74.45,69.62,11.02,18.43,304.99,125.04,341.26,239.06,0.98
134,310.15,133.35,0.9279,311.6,131.9,0.9346,308.7,131.9,0.9566,318.84,131.9,0.95,317.4,133.35,0.7534,326.09,146.39,0.9124,314.5,146.39,0.928,333.33,163.78,0.9722,317.4,160.88,0.8649,318.84,165.22,0.9673,313.05,168.12,0.8353,324.64,179.71,0.9098,317.4,181.16,0.9161,321.74,207.24,0.965,310.15,205.79,0.9818,334.78,230.42,0.8913,333.33,215.93,1.0006,314.5,123.21,0.8947,318.84,140.6,0.9469,320.29,179.71,0.9706,328.98,239.11,0.8179,333.33,226.07,0.7321,331.88,239.11,0.8192,330.43,224.62,0.7165,339.13,234.76,0.8626,337.68,214.48,0.982,82.76,35.37,42.27,106.91,66.37,63.05,11.92,26.57,305.47,126.25,342.36,237.51,0.98
135,309.7,133.87,0.9395,311.17,130.92,0.9516,309.7,130.92,0.9664,318.54,132.39,0.954,317.07,132.39,0.7969,325.9,145.65,0.9232,314.12,145.65,0.941,333.27,163.33,0.9829,318.54,160.38,0.8992,318.54,164.8,0.9708,312.65,166.28,0.8194,325.9,181.01,0.9001,317.07,181.01,0.9305,322.96,207.53,0.9582,311.17,206.05,0.9775,336.22,229.62,0.8607,333.27,216.37,0.9547,314.12,123.55,0.9182,318.54,139.76,0.9677,321.49,179.54,0.9574,328.85,238.46,0.8529,328.85,228.15,0.7305,331.8,238.46,0.8179,327.38,226.68,0.7895,340.64,234.04,0.8094,337.69,214.89,0.88,78.22,37.3,61.7,106.91,85.54,70.77,11.02,36.87,305.75,125.17,341.64,238.32,0.93
136,309.94,134.27,0.9321,311.4,131.35,0.9424,308.48,131.35,0.9712,318.7,131.35,0.9461,317.24,132.81,0.7677,326.0,145.95,0.9178,315.78,145.95,0.9283,333.3,163.47,0.9763,320.16,160.55,0.9046,318.7,164.93,0.9735,314.32,166.39,0.802,326.0,180.99,0.9277,317.24,180.99,0.9443,324.54,207.27,0.9738,311.4,205.81,0.9455,336.22,229.17,0.908,331.84,220.41,0.9004,314.32,122.59,0.9132,318.7,140.11,0.9439,321.62,179.53,0.9456,328.92,237.93,0.8619,327.46,233.55,0.7867,333.3,237.93,0.8315,326.0,229.17,0.7729,340.6,233.55,0.8388,337.68,218.95,0.7252,67.7,31.25,61.7,106.91,72.9,67.88,9.8,36.87,305.96,125.66,341.67,237.79,0.96
137,310.32,132.99,0.9517,311.79,130.06,0.9397,308.85,131.52,0.9572,319.14,131.52,0.9439,317.67,132.99,0.7552,326.48,146.22,0.91,314.73,146.22,0.9204,333.83,163.85,0.9789,319.14,160.91,0.8815,319.14,163.85,0.9644,313.26,166.79,0.8021,325.01,181.48,0.9286,317.67,181.48,0.9459,325.01,207.93,0.9567,310.32,204.99,0.9358,336.77,229.97,0.9265,332.36,221.15,0.8749,314.73,122.71,0.9163,319.14,138.87,0.9331,322.08,180.01,0.9492,332.36,238.79,0.8359,326.48,234.38,0.8534,335.3,238.79,0.8449,326.48,231.44,0.8043,341.18,232.91,0.8652,336.77,221.15,0.6856,71.1,28.07,61.7,112.62,77.71,54.64,11.17,45.0,306.03,125.79,342.53,238.64,0.98
138,309.7,132.98,0.9309,312.64,130.04,0.9179,309.7,131.51,0.9308,320.01,131.51,0.9426,318.53,131.51,0.7666,327.37,146.24,0.8916,315.59,146.24,0.9247,333.27,163.92,0.9691,320.01,160.98,0.8935,320.01,163.92,0.954,314.12,166.87,0.7727,325.9,181.6,0.9391,318.53,181.6,0.9209,325.9,208.12,0.9559,311.17,205.17,0.938,337.69,228.75,0.9258,331.79,222.85,0.8434,315.59,122.67,0.8827,320.01,138.88,0.9356,321.48,180.13,0.9538,331.79,239.06,0.8386,325.9,234.64,0.8445,336.21,239.06,0.8458,324.43,231.69,0.8402,342.11,233.17,0.8774,336.21,224.33,0.6876,66.75,29.74,61.7,108.43,75.96,59.49,13.21,45.0,306.51,125.76,343.82,238.91,0.99
139,310.31,132.97,0.9254,311.78,131.5,0.9226,310.31,131.5,0.9223,319.13,131.5,0.9514,319.13,132.97,0.8408,326.48,146.2,0.8919,316.19,146.2,0.9178,333.83,163.84,0.9719,320.6,160.9,0.9001,320.6,163.84,0.9451,314.72,166.78,0.7167,326.48,181.48,0.934,319.13,181.48,0.902,327.95,207.95,0.9491,311.78,205.01,0.925,339.71,228.53,0.916,332.36,224.12,0.919,316.19,122.68,0.8904,320.6,138.85,0.9435,322.07,180.01,0.9435,333.83,238.82,0.8619,325.01,234.41,0.8415,336.77,238.82,0.876,325.01,231.47,0.8429,344.12,232.94,0.8853,335.3,228.53,0.7541,64.48,26.57,61.7,112.62,82.66,59.49,13.21,45.0,306.79,125.77,344.7,238.67,0.98
140,309.79,133.23,0.9445,312.73,130.3,0.9478,309.79,130.3,0.9281,320.06,131.77,0.9329,318.59,133.23,0.8319,327.4,144.97,0.9112,317.13,146.44,0.9059,334.73,164.04,0.9517,320.06,161.11,0.8104,321.53,162.58,0.9097,314.19,166.98,0.7456,325.93,181.65,0.9282,318.59,181.65,0.9202,328.86,208.06,0.944,311.26,205.12,0.9431,339.13,228.6,0.9319,331.8,224.2,0.8805,315.66,122.96,0.8943,320.06,139.1,0.9276,323.0,180.18,0.9338,333.27,237.4,0.8388,325.93,234.47,0.8592,336.2,238.87,0.8556,324.46,233.0,0.8451,345.0,233.0,0.8818,334.73,228.6,0.7537,64.48,20.22,56.31,117.38,76.87,60.26,11.17,45.0,306.44,126.05,346.89,238.72,0.99
141,310.21,133.0,0.9467,311.68,130.06,0.943,310.21,130.06,0.9231,319.03,131.53,0.9325,319.03,133.0,0.8485,327.84,144.76,0.9145,317.56,146.22,0.9128,333.72,163.86,0.9492,320.49,160.92,0.8358,320.49,162.39,0.9246,313.15,165.33,0.7382,326.37,181.49,0.9152,319.03,181.49,0.934,329.31,207.94,0.9649,311.68,205.0,0.9607,341.07,229.99,0.9594,330.78,225.58,0.8819,316.09,122.71,0.9019,320.49,138.88,0.9184,321.96,180.02,0.9241,335.19,237.33,0.8426,326.37,235.86,0.8334,338.13,238.8,0.8572,324.9,234.39,0.7703,345.48,232.92,0.8728,335.19,228.52,0.7431,60.23,21.73,70.35,113.44,66.08,66.73,13.21,45.0,306.78,125.8,347.43,238.66,0.98
142,310.66,131.86,0.9615,312.12,130.4,0.9544,310.66,130.4,0.945,319.42,131.86,0.9296,317.96,131.86,0.8641,326.71,144.99,0.929,317.96,146.45,0.8656,334.01,163.96,0.9583,320.88,161.04,0.8264,320.88,162.5,0.9169,315.04,166.88,0.7073,326.71,182.93,0.9115,319.42,181.47,0.9386,329.63,207.73,0.9729,312.12,204.81,0.9749,342.76,229.62,0.944,329.63,225.24,0.9905,316.5,123.11,0.9043,319.42,139.16,0.9101,322.34,181.47,0.9251,335.47,236.91,0.8441,325.25,235.45,0.8,338.38,238.37,0.8387,323.79,233.99,0.8138,347.14,233.99,0.8813,332.55,228.16,0.7315,57.96,24.25,56.31,117.38,63.8,75.96,6.36,18.44,306.93,126.17,347.95,238.22,0.98
143,311.28,133.29,0.9601,312.74,130.36,0.9503,311.28,130.36,0.937,320.07,131.82,0.9354,318.6,131.82,0.8716,327.4,145.01,0.9258,317.14,145.01,0.8658,333.26,162.6,1.0046,321.53,161.13,0.8602,318.6,162.6,0.9276,314.21,165.53,0.6493,327.4,183.12,0.8907,318.6,181.65,0.9279,330.33,208.03,0.9643,312.74,205.1,0.9396,343.52,228.55,0.9784,328.86,225.61,0.9358,317.14,123.03,0.9047,320.07,139.15,0.9153,323.0,180.19,0.9233,337.66,237.34,0.8675,324.47,234.41,0.8139,340.59,238.8,0.8448,323.0,232.94,0.831,346.45,232.94,0.8463,331.79,227.08,0.7477,52.19,26.03,74.29,108.43,64.72,66.43,6.22,52.12,307.43,126.11,348.83,238.66,0.99
144,310.42,132.59,0.9481,313.37,129.64,0.9299,311.89,129.64,0.9174,320.74,131.12,0.9443,319.27,132.59,0.858,328.12,144.39,0.9066,317.79,145.87,0.8692,334.02,162.1,0.9916,322.22,160.62,0.8679,319.27,162.1,0.9286,314.84,163.57,0.7247,326.64,182.75,0.8718,319.27,182.75,0.9086,331.07,207.84,0.9661,311.89,203.41,0.9712,344.35,228.49,0.9901,326.64,224.07,0.9632,316.32,123.74,0.9014,320.74,138.49,0.9195,323.69,181.28,0.9233,336.97,237.34,0.8758,322.22,234.39,0.8303,341.4,238.82,0.8559,320.74,232.92,0.8398,347.3,232.92,0.8513,329.6,225.54,0.8679,55.19,22.73,84.9,108.43,58.74,72.54,12.75,45.0,307.13,125.36,350.59,238.67,0.99
145,310.45,131.88,0.9348,313.42,130.39,0.9547,311.94,130.39,0.921,320.85,131.88,0.9605,319.36,131.88,0.8768,328.28,143.76,0.8957,317.88,145.25,0.8741,334.22,161.59,0.9909,322.33,160.1,0.8621,320.85,161.59,0.9343,314.91,163.07,0.7308,326.79,182.39,0.8712,319.36,182.39,0.9036,332.73,207.64,0.9662,311.94,203.18,0.9698,344.62,228.44,0.9761,326.79,225.47,0.9917,316.39,122.97,0.8902,320.85,137.82,0.9224,323.82,180.9,0.9253,338.68,237.35,0.8545,320.85,234.38,0.8608,341.65,237.35,0.8197,320.85,232.9,0.8317,349.07,232.9,0.8299,331.25,226.95,0.9383,53.34,16.5,84.9,108.43,67.38,63.43,12.75,45.0,306.92,124.6,351.12,238.69,0.99
146,311.14,132.95,0.925,314.13,129.96,0.9323,311.14,129.96,0.9127,321.61,131.45,0.9549,320.11,131.45,0.795,327.59,143.41,0.9072,318.62,144.91,0.8966,335.06,161.35,0.9362,323.1,159.86,0.889,320.11,161.35,0.9107,315.63,164.34,0.6506,327.59,182.28,0.8809,320.11,182.28,0.8893,332.07,206.2,0.962,311.14,203.21,0.9781,345.53,228.62,0.9932,326.09,225.63,0.9545,315.63,122.48,0.8708,320.11,138.93,0.9389,323.1,180.79,0.9197,339.55,237.59,0.848,318.62,234.6,0.8425,344.03,237.59,0.8122,318.62,233.11,0.8273,350.01,233.11,0.8529,330.58,227.13,0.954,56.89,20.34,75.74,112.62,73.5,64.65,11.17,45.0,306.8,124.13,352.86,238.94,0.99
147,311.74,132.67,0.9093,313.24,129.67,0.9189,311.74,129.67,0.8915,320.73,129.67,0.9461,319.23,131.17,0.7723,328.21,143.15,0.9179,317.73,144.64,0.9148,334.2,161.11,0.9309,322.22,159.62,0.9164,319.23,161.11,0.9301,314.74,162.61,0.6511,328.21,182.07,0.8939,319.23,182.07,0.8991,334.2,207.52,0.9609,311.74,203.03,0.9262,346.18,228.48,0.9701,325.22,225.49,0.9666,316.23,122.19,0.8886,320.73,137.16,0.9338,323.72,180.57,0.9131,340.19,237.46,0.8368,317.73,235.97,0.8783,343.18,237.46,0.8277,317.73,234.47,0.9015,350.67,232.97,0.8569,329.71,228.48,0.9501,50.62,16.5,84.9,108.43,66.5,63.43,12.75,36.87,306.66,123.83,354.25,238.81,0.99
148,310.97,131.35,0.9049,313.97,128.34,0.9356,310.97,128.34,0.8829,321.48,129.84,0.9157,319.97,129.84,0.752,327.48,143.36,0.9103,318.47,143.36,0.9101,333.49,161.38,0.9242,324.48,159.87,0.8522,319.97,159.87,0.9376,316.97,162.88,0.7313,327.48,180.89,0.9381,319.97,180.89,0.9239,333.49,206.42,0.977,312.47,203.42,0.9267,347.0,227.44,0.9542,324.48,225.94,1.014,316.97,122.34,0.9171,321.48,137.35,0.951,324.48,179.39,0.9302,342.5,237.95,0.8092,315.47,236.45,0.9411,345.5,237.95,0.8115,315.47,234.95,0.9141,351.51,231.94,0.8268,328.98,230.44,0.9687,46.51,19.49,88.18,114.78,68.67,55.93,12.61,45.0,306.02,120.99,356.45,236.3,0.99
149,311.48,130.79,0.9192,314.51,127.76,0.946,311.48,127.76,0.8827,320.58,129.27,0.929,320.58,129.27,0.7777,328.17,142.93,0.9043,319.07,142.93,0.8881,334.24,159.63,0.9099,323.62,159.63,0.8514,319.07,159.63,0.9474,316.03,162.66,0.7054,328.17,180.87,0.915,320.58,180.87,0.914,334.24,205.16,0.9631,311.48,203.64,0.938,347.9,227.92,0.9776,325.14,226.4,0.9872,317.55,121.69,0.9024,320.58,136.86,0.9428,323.62,179.36,0.9322,343.35,237.03,0.8153,316.03,237.03,0.9504,346.38,238.54,0.8046,316.03,235.51,0.9303,352.45,230.96,0.8245,328.17,230.96,0.9667,52.77,16.93,83.45,109.98,71.57,57.53,7.22,45.0,306.07,120.32,357.86,236.87,0.99
150,312.21,130.72,0.9321,313.73,129.2,0.9434,312.21,129.2,0.9133,321.33,129.2,0.9381,321.33,129.2,0.749,327.42,142.89,0.8969,319.81,142.89,0.8904,333.5,159.63,0.9029,324.37,159.63,0.8702,319.81,159.63,0.9335,316.77,162.67,0.631,327.42,180.92,0.8841,319.81,179.4,0.9018,335.02,205.26,0.95,312.21,203.74,0.9418,348.71,226.56,0.9732,324.37,226.56,0.9537,316.77,121.6,0.8937,321.33,136.81,0.9632,324.37,179.4,0.9462,344.15,237.2,0.871,313.73,235.68,0.9226,348.71,237.2,0.8605,313.73,234.16,0.9116,353.28,231.12,0.8559,327.42,231.12,0.9315,45.43,15.38,83.45,109.98,77.47,55.93,12.61,26.57,306.0,120.23,359.48,237.05,0.99
151,311.32,130.87,0.9464,314.35,127.84,0.9414,311.32,127.84,0.9036,321.93,129.36,0.9494,321.93,129.36,0.7886,327.99,143.0,0.914,320.41,143.0,0.8883,334.05,159.67,0.9425,324.96,159.67,0.8854,318.89,158.15,0.9249,315.86,159.67,0.7643,327.99,180.88,0.9008,320.41,179.37,0.897,335.56,205.13,0.9479,312.83,203.61,0.9541,349.2,226.35,0.9614,323.44,227.86,0.9381,317.38,121.78,0.9115,321.93,136.93,0.9592,323.44,179.37,0.9514,346.17,236.96,0.8646,312.83,236.96,0.92,350.72,236.96,0.8685,314.35,235.44,0.903,353.75,229.38,0.8518,327.99,230.89,0.9527,40.98,15.38,105.26,115.69,73.03,48.68,14.65,18.43,306.6,120.42,359.99,236.8,0.99
152,312.83,131.58,0.9509,314.37,128.5,0.9519,311.3,128.5,0.9307,322.05,128.5,0.9409,322.05,128.5,0.7365,328.19,142.33,0.915,320.51,142.33,0.8854,334.34,159.23,0.9308,325.12,159.23,0.84,320.51,157.69,0.9391,317.44,159.23,0.7357,328.19,180.74,0.8953,320.51,179.2,0.9019,335.88,205.32,0.9514,312.83,202.24,0.9441,351.24,226.83,0.9225,322.05,226.83,0.938,317.44,120.82,0.898,322.05,136.19,0.9603,323.59,179.2,0.9495,346.63,237.58,0.8708,312.83,236.04,0.9635,351.24,237.58,0.8996,312.83,234.51,0.9107,355.85,229.9,0.8273,326.66,231.43,0.9683,38.99,18.18,105.26,116.32,65.56,58.74,14.65,18.44,306.97,119.44,360.17,237.43,0.99
153,313.15,131.03,0.9625,314.7,127.93,0.9587,311.6,129.48,0.9386,322.44,129.48,0.949,322.44,129.48,0.7458,327.08,141.86,0.9127,320.89,141.86,0.8919,334.82,158.89,0.9527,327.08,157.35,0.8298,320.89,157.35,0.9305,317.79,158.89,0.7317,328.63,179.02,0.8864,320.89,179.02,0.9032,336.37,205.34,0.9391,313.15,202.24,0.9494,351.85,225.47,0.9277,322.44,227.02,0.9713,317.79,120.19,0.8881,322.44,135.67,0.9639,323.98,177.47,0.9429,348.76,236.31,0.8964,313.15,236.31,0.9463,353.4,236.31,0.9116,313.15,234.76,0.9268,354.95,228.56,0.8231,325.53,230.11,0.9596,38.99,21.18,102.34,120.78,65.56,53.51,14.58,45.0,307.22,118.79,360.87,237.7,1.0
154,311.87,130.1,0.9431,314.94,127.02,0.93,311.87,128.56,0.9121,322.64,128.56,0.9372,322.64,127.02,0.7724,328.8,140.87,0.925,322.64,140.87,0.9046,334.95,159.34,0.9189,327.26,157.8,0.8607,319.56,157.8,0.9518,316.48,157.8,0.7294,328.8,179.35,0.8987,321.1,179.35,0.9121,338.03,203.97,0.9436,313.41,202.43,0.9447,351.88,225.52,0.9481,322.64,227.06,0.9816,318.02,119.33,0.9088,322.64,134.72,0.9564,324.18,177.81,0.9462,350.34,236.29,0.8951,313.41,236.29,0.9488,353.42,236.29,0.891,313.41,234.75,0.93,356.5,228.6,0.8214,325.72,231.67,0.9786,38.99,12.18,105.26,114.15,65.56,40.87,14.65,45.0,307.5,119.48,360.87,237.68,0.99
155,313.52,129.91,0.9462,315.06,126.81,0.9503,313.52,126.81,0.9273,322.81,126.81,0.9362,321.26,128.36,0.7658,329.0,140.74,0.9295,322.81,140.74,0.91,335.2,157.78,0.9131,327.45,157.78,0.8715,319.71,157.78,0.9421,316.61,157.78,0.7304,329.0,179.46,0.906,321.26,179.46,0.9141,338.29,204.23,0.9409,313.52,202.69,0.9335,352.23,225.91,0.9533,321.26,229.01,0.952,318.16,119.07,0.9245,322.81,134.55,0.9537,324.36,177.91,0.951,350.68,235.2,0.9048,313.52,236.75,0.9186,355.33,235.2,0.9083,313.52,235.2,0.9328,356.87,227.46,0.8174,324.36,232.11,0.9272,34.82,12.18,105.26,109.98,61.39,42.2,14.65,45.0,307.44,119.22,361.41,238.15,0.99
156,313.78,128.45,0.9409,315.32,126.91,0.9514,312.23,126.91,0.9254,323.04,126.91,0.9523,321.5,126.91,0.7667,329.21,140.8,0.9314,323.04,140.8,0.9103,335.39,157.78,0.9133,327.67,157.78,0.8782,319.95,157.78,0.9404,316.87,157.78,0.7821,329.21,179.39,0.9131,321.5,179.39,0.9203,338.47,204.09,0.9231,315.32,202.54,0.9401,353.91,225.7,0.9514,319.95,228.78,0.9275,318.41,119.19,0.9158,323.04,134.63,0.9514,324.58,177.85,0.9511,350.82,234.96,0.8926,313.78,236.5,0.9218,355.45,234.96,0.913,312.23,234.96,0.9022,358.54,228.78,0.8236,324.58,231.87,0.9009,24.94,14.98,105.26,109.98,48.67,53.97,14.65,45.0,307.62,119.35,361.61,237.89,0.99
157,313.67,129.45,0.9217,315.23,127.89,0.9403,313.67,127.89,0.9205,323.03,126.33,0.916,323.03,126.33,0.7677,329.28,140.38,0.9141,323.03,141.94,0.9163,335.52,157.54,0.9184,327.71,157.54,0.8622,319.91,157.54,0.9408,316.79,157.54,0.8318,329.28,179.4,0.8939,321.47,179.4,0.9107,338.64,204.37,0.898,315.23,202.81,0.9604,354.25,224.66,0.938,319.91,229.35,0.9388,318.35,120.08,0.9079,324.59,134.13,0.9428,324.59,177.84,0.9617,352.69,235.59,0.9347,312.11,237.15,0.9291,355.81,234.03,0.9427,312.11,235.59,0.8832,358.93,226.22,0.8408,323.03,234.03,0.8949,24.94,17.01,106.7,109.98,55.01,45.7,23.96,45.0,307.69,118.68,361.78,238.56,0.99
158,313.95,129.39,0.9278,315.51,127.83,0.9465,313.95,127.83,0.9258,323.28,127.83,0.9292,323.28,127.83,0.7668,329.49,141.82,0.9157,323.28,141.82,0.9129,335.71,158.92,0.9183,327.94,158.92,0.8451,320.17,157.36,0.9414,318.61,158.92,0.7525,329.49,180.68,0.9066,321.72,179.12,0.9118,340.37,203.99,0.9089,315.51,202.43,0.9679,355.91,224.19,0.9271,320.17,228.85,0.928,318.61,120.06,0.9192,323.28,135.61,0.9503,324.83,179.12,0.961,354.36,235.07,0.9482,312.4,236.63,0.9559,357.47,235.07,0.9369,310.84,236.63,0.8901,360.58,227.3,0.8462,323.28,231.96,0.8807,24.94,12.55,105.26,115.69,55.01,45.7,14.65,18.43,307.62,118.67,362.24,238.02,1.0
159,314.2,129.53,0.9312,315.76,126.42,0.9463,314.2,127.97,0.9042,323.52,127.97,0.9151,323.52,126.42,0.7546,329.73,140.39,0.926,323.52,141.95,0.9193,335.94,157.47,0.9115,328.18,159.03,0.8656,320.41,157.47,0.9527,317.31,157.47,0.7765,329.73,180.76,0.9025,321.97,179.21,0.9122,340.6,205.6,0.9176,315.76,204.05,0.9694,356.13,224.24,0.9413,318.86,230.45,0.9288,318.86,120.21,0.9218,323.52,135.74,0.9531,325.07,179.21,0.9591,354.57,235.1,0.9277,312.65,236.66,0.9094,359.23,235.1,0.9094,311.1,236.66,0.9007,362.34,225.79,0.8468,321.97,235.1,0.9209,20.75,16.18,113.39,109.98,51.71,47.94,14.65,18.43,307.87,118.81,362.46,238.05,0.99
160,314.63,129.83,0.9401,316.17,126.75,0.9548,314.63,126.75,0.9092,323.87,126.75,0.9298,323.87,128.29,0.7862,330.04,140.61,0.9382,323.87,142.15,0.9155,336.2,157.56,0.9161,328.5,157.56,0.8853,320.79,157.56,0.9493,317.71,157.56,0.8089,330.04,180.68,0.895,322.33,179.14,0.9175,340.82,205.33,0.9126,316.17,203.79,0.9723,357.77,223.82,0.9629,317.71,229.99,0.9346,319.25,119.04,0.922,323.87,134.45,0.9521,325.41,179.14,0.9503,354.69,234.61,0.9042,310.0,237.69,0.9226,359.31,234.61,0.8983,308.46,236.15,0.8812,362.4,225.36,0.8714,322.33,234.61,0.9115,17.4,18.88,106.7,109.98,48.37,58.46,14.72,18.44,307.78,119.2,363.08,237.54,0.99
161,314.55,129.45,0.9267,316.1,126.34,0.9488,314.55,126.34,0.8975,323.88,126.34,0.9348,323.88,126.34,0.7687,330.1,140.34,0.9319,323.88,141.89,0.92,336.32,157.44,0.9223,328.54,157.44,0.8582,322.32,157.44,0.9445,317.66,157.44,0.8041,330.1,180.76,0.8874,322.32,179.21,0.9149,340.98,204.09,0.9022,316.1,204.09,0.9858,358.08,224.3,0.9627,317.66,230.52,0.9246,319.21,120.12,0.9218,323.88,134.12,0.9509,325.43,179.21,0.9482,356.53,235.19,0.9026,309.88,238.3,0.9503,359.64,233.63,0.9004,308.33,236.74,0.9102,362.75,225.86,0.9149,320.77,233.63,0.8682,17.4,15.22,106.7,109.98,48.37,48.37,16.46,18.43,307.49,118.72,363.59,238.14,0.98
162,313.91,129.14,0.9271,317.02,127.58,0.9299,313.91,127.58,0.9113,323.25,127.58,0.9146,323.25,127.58,0.7965,329.47,140.03,0.9571,323.25,141.59,0.8977,337.26,158.72,0.9562,329.47,157.16,0.8823,321.69,157.16,0.965,318.58,157.16,0.8351,331.03,180.51,0.9122,323.25,178.96,0.928,340.37,205.42,0.9688,317.02,203.87,0.9423,357.5,224.1,0.9063,317.02,230.33,0.9451,320.13,119.79,0.9236,324.8,135.36,0.9574,326.36,178.96,0.9685,355.94,235.0,0.9377,307.68,238.12,0.9667,359.05,235.0,0.938,307.68,236.56,0.9664,363.73,224.1,0.8826,320.13,235.0,0.906,14.04,21.95,111.8,118.33,50.19,50.64,14.65,18.43,309.13,118.39,366.94,237.96,0.99
