Frame,Nose_X,Nose_Y,Nose_Score,LEye_X,LEye_Y,LEye_Score,REye_X,REye_Y,REye_Score,LEar_X,LEar_Y,LEar_Score,REar_X,REar_Y,REar_Score,LShoulder_X,LShoulder_Y,LShoulder_Score,RShoulder_X,RShoulder_Y,RShoulder_Score,LElbow_X,LElbow_Y,LElbow_Score,RElbow_X,RElbow_Y,RElbow_Score,LWrist_X,LWrist_Y,LWrist_Score,RWrist_X,RWrist_Y,RWrist_Score,LHip_X,LHip_Y,LHip_Score,RHip_X,RHip_Y,RHip_Score,LKnee_X,LKnee_Y,LKnee_Score,RKnee_X,RKnee_Y,RKnee_Score,LAnkle_X,LAnkle_Y,LAnkle_Score,RAnkle_X,RAnkle_Y,RAnkle_Score,Head_X,Head_Y,Head_Score,Neck_X,Neck_Y,Neck_Score,Hip_X,Hip_Y,Hip_Score,LBigToe_X,LBigToe_Y,LBigToe_Score,RBigToe_X,RBigToe_Y,RBigToe_Score,LSmallToe_X,LSmallToe_Y,LSmallToe_Score,RSmallToe_X,RSmallToe_Y,RSmallToe_Score,LHeel_X,LHeel_Y,LHeel_Score,RHeel_X,RHeel_Y,RHeel_Score,RKnee,LKnee,RElbow,LElbow,RAnkle,LAnkle,Neck,Hip,TL_X,TL_Y,BR_X,BR_Y,BBOX_SCORE
976,284.51,137.28,0.9064,285.67,136.12,0.8895,285.67,136.12,0.7521,289.15,137.28,0.8996,293.8,136.12,0.8226,286.83,147.73,0.9591,300.77,146.57,0.961,285.67,160.5,0.9289,307.73,157.02,0.8727,283.35,160.5,0.9164,299.6,160.5,0.8867,291.47,175.6,0.944,298.44,175.6,0.943,292.64,194.18,0.8715,294.96,193.02,0.9358,301.93,210.44,0.8663,303.09,208.12,0.8316,289.15,130.31,0.9383,292.64,140.76,0.9274,294.96,174.44,0.9568,299.6,218.57,0.8331,301.93,216.24,0.6523,299.6,219.73,0.8969,303.09,215.08,0.6683,305.41,211.6,0.7712,306.57,208.12,0.8039,39.61,26.17,100.49,84.81,36.43,45.69,14.49,36.87,280.38,130.42,313.03,219.61,0.98
977,284.52,137.81,0.9055,285.67,135.5,0.8972,285.67,135.5,0.7902,289.12,136.65,0.9264,293.72,136.65,0.864,286.82,147.01,0.9406,300.63,147.01,0.9363,284.52,160.82,0.91,307.54,156.22,0.8779,283.37,159.67,0.9043,299.48,159.67,0.8668,291.42,174.64,0.9459,298.33,174.64,0.937,292.57,194.2,0.8654,294.87,193.05,0.9287,301.78,211.47,0.857,301.78,209.17,0.7991,289.12,129.75,0.9474,292.57,141.26,0.9454,296.03,173.49,0.9365,300.63,219.52,0.846,299.48,216.07,0.6542,300.63,219.52,0.889,301.78,216.07,0.6307,305.23,213.77,0.6736,305.23,209.17,0.7304,33.82,24.71,103.67,125.54,41.63,36.2,10.58,40.6,280.64,131.01,312.56,219.41,0.98
978,285.47,137.87,0.9117,286.64,135.53,0.8925,285.47,135.53,0.7851,288.97,136.7,0.9396,293.64,136.7,0.8808,286.64,146.04,0.944,300.65,146.04,0.9586,284.3,160.06,0.8977,307.66,156.55,0.8768,283.13,160.06,0.9161,299.48,158.89,0.7516,291.31,175.24,0.9332,298.32,175.24,0.9114,292.48,193.92,0.9125,294.81,192.75,0.8817,301.82,211.44,0.869,301.82,209.1,0.8126,288.97,129.69,0.9494,292.48,141.37,0.9534,294.81,174.07,0.9405,299.48,219.61,0.8506,299.48,216.11,0.6587,300.65,219.61,0.9093,301.82,213.77,0.6926,305.32,214.94,0.71,305.32,210.27,0.7321,34.51,24.5,107.74,80.54,41.63,44.02,12.61,36.87,280.68,130.98,312.45,220.66,0.99
979,285.29,137.62,0.9097,286.46,135.28,0.8846,286.46,135.28,0.7636,288.79,136.45,0.9168,293.47,136.45,0.8861,286.46,145.8,0.9382,301.65,145.8,0.9467,285.29,159.83,0.8996,307.49,156.32,0.8657,282.95,159.83,0.9135,298.14,157.49,0.7574,291.13,175.02,0.9301,299.31,175.02,0.9037,292.3,193.72,0.9071,294.64,192.55,0.8765,301.65,212.42,0.8851,301.65,208.92,0.8295,288.79,129.44,0.9351,292.3,141.13,0.9562,295.81,173.85,0.9339,299.31,218.27,0.8766,299.31,214.76,0.7457,299.31,219.43,0.9325,300.48,213.59,0.7344,305.16,214.76,0.7466,305.16,210.08,0.7736,38.13,22.99,111.93,85.24,45.0,48.37,10.58,32.47,280.35,130.73,312.44,220.49,0.99
980,285.33,137.28,0.9164,286.5,134.93,0.8998,285.33,134.93,0.7882,288.86,136.1,0.9287,293.56,136.1,0.9141,286.5,146.69,0.9302,300.62,146.69,0.9282,284.15,159.63,0.9088,306.5,157.28,0.89,281.8,159.63,0.9107,299.45,156.1,0.5928,291.21,174.92,0.9277,298.27,174.92,0.912,292.39,193.75,0.9192,294.74,192.57,0.8779,301.8,211.39,0.9121,300.62,210.22,0.7953,290.03,129.04,0.9318,292.39,140.81,0.9556,295.92,173.75,0.9267,300.62,218.45,0.8769,298.27,217.27,0.6775,300.62,219.63,0.9309,299.45,214.92,0.6522,305.33,212.57,0.7451,302.97,211.39,0.6594,29.74,24.5,128.52,79.7,36.87,37.53,5.19,40.6,280.04,130.34,312.97,220.69,0.98
981,284.24,136.14,0.9136,286.6,134.96,0.8884,285.42,134.96,0.7646,288.96,136.14,0.9122,293.68,136.14,0.9174,286.6,145.59,0.9238,301.95,145.59,0.9336,284.24,159.76,0.9087,306.67,156.21,0.8871,281.88,158.58,0.9142,299.59,157.4,0.7365,291.32,175.11,0.9195,298.4,173.92,0.8995,292.5,194.0,0.9223,294.86,192.82,0.878,301.95,210.53,0.8995,300.77,209.34,0.8053,290.14,129.06,0.921,292.5,140.87,0.9593,296.04,172.74,0.9233,300.77,218.79,0.9131,299.59,217.61,0.6111,300.77,218.79,0.9562,300.77,215.25,0.5973,304.31,211.71,0.7807,301.95,211.71,0.6585,30.27,26.17,104.5,107.1,27.78,37.87,4.97,53.13,280.14,130.36,313.13,221.03,0.98
982,285.15,136.97,0.9198,286.35,135.77,0.9177,286.35,135.77,0.7755,288.75,135.77,0.8813,294.77,135.77,0.9069,286.35,146.59,0.9254,301.98,146.59,0.9375,283.94,159.82,0.9342,306.79,157.41,0.895,282.74,158.61,0.8514,299.58,156.21,0.7986,291.16,174.25,0.9394,299.58,174.25,0.9036,292.36,193.49,0.9355,294.77,192.28,0.8716,301.98,211.52,0.8981,300.78,209.12,0.7936,289.96,129.75,0.929,292.36,140.58,0.9493,295.97,173.04,0.931,299.58,218.74,0.899,298.37,215.13,0.5968,299.58,218.74,0.954,300.78,213.93,0.6012,305.59,213.93,0.7892,303.18,210.32,0.6003,34.59,24.5,123.42,124.7,41.46,46.51,6.19,32.47,280.12,129.87,313.02,222.23,0.99
983,285.01,136.68,0.9044,286.21,135.48,0.9115,286.21,135.48,0.7438,288.61,136.68,0.8796,294.6,135.48,0.8981,286.21,146.27,0.9321,301.79,146.27,0.9308,283.82,159.45,0.95,307.79,155.85,0.8879,283.82,158.25,0.861,299.4,157.05,0.8371,291.01,173.83,0.9319,299.4,173.83,0.8961,292.21,193.01,0.9319,294.6,193.01,0.8983,301.79,212.18,0.9089,299.4,209.79,0.7843,289.81,129.49,0.9306,292.21,140.27,0.9467,295.8,172.63,0.9468,299.4,218.17,0.9153,297.0,215.78,0.7354,299.4,219.37,0.9403,298.2,214.58,0.7162,305.39,215.78,0.776,300.59,213.38,0.6414,29.98,22.99,113.88,169.7,37.75,48.37,6.19,32.47,280.05,129.61,312.75,221.65,0.99
984,285.22,136.58,0.8815,286.42,136.58,0.8817,286.42,135.38,0.6782,287.61,136.58,0.8779,293.58,135.38,0.8918,286.42,146.13,0.9134,301.94,146.13,0.9235,284.03,159.26,0.9475,307.91,155.68,0.9054,284.03,158.07,0.8516,301.94,156.88,0.7621,291.19,173.59,0.9223,299.55,173.59,0.8883,292.39,192.7,0.8806,293.58,192.7,0.9011,301.94,213.0,0.9025,299.55,210.61,0.7813,290.0,129.41,0.9408,292.39,140.16,0.9632,295.97,172.4,0.9423,299.55,218.97,0.9217,295.97,216.58,0.7936,299.55,220.16,0.9466,297.16,215.39,0.7291,306.72,217.77,0.7923,299.55,214.19,0.6877,35.79,21.62,110.7,169.7,49.4,47.0,6.19,32.47,280.09,129.53,313.04,221.24,0.99
985,285.43,136.45,0.9045,286.62,135.26,0.9029,286.62,135.26,0.7169,289.0,135.26,0.8837,293.76,135.26,0.8802,286.62,145.98,0.9096,300.9,145.98,0.9295,284.23,160.27,0.9308,308.05,156.69,0.8863,284.23,157.89,0.817,300.9,157.89,0.7783,291.38,173.37,0.9237,299.71,173.37,0.8906,292.57,193.61,0.8891,293.76,192.42,0.8906,302.1,212.66,0.9539,299.71,211.47,0.8026,290.19,129.31,0.9284,292.57,140.02,0.9596,296.14,172.17,0.9409,299.71,218.61,0.8993,294.95,216.23,0.7549,299.71,219.8,0.9533,297.33,215.04,0.7419,305.67,217.42,0.8568,299.71,213.85,0.7285,34.71,23.2,114.23,170.54,62.35,48.37,6.19,32.47,279.81,129.43,313.67,220.88,0.99
986,285.19,136.34,0.8966,286.39,135.14,0.9195,286.39,135.14,0.713,288.78,135.14,0.88,294.77,136.34,0.8972,286.39,145.92,0.9217,300.77,144.72,0.9303,283.99,159.1,0.947,307.95,155.51,0.9083,283.99,157.9,0.8387,315.14,154.31,0.6759,292.38,173.48,0.9427,299.57,173.48,0.9039,292.38,192.65,0.884,293.58,192.65,0.878,301.96,213.02,0.9373,298.37,211.82,0.85,289.98,129.15,0.9459,292.38,139.93,0.9605,295.97,172.28,0.9393,299.57,219.01,0.8857,294.77,216.61,0.788,299.57,220.21,0.9459,297.17,215.41,0.7952,305.56,216.61,0.839,299.57,214.22,0.7954,31.39,25.2,65.77,169.7,50.91,47.0,6.19,36.87,279.79,129.27,313.35,221.29,0.99
987,284.35,136.19,0.8984,286.72,135.0,0.8958,286.72,133.81,0.7303,289.1,135.0,0.8926,293.85,135.0,0.8995,286.72,145.69,0.9028,300.98,145.69,0.9394,284.35,158.77,0.9434,308.11,155.2,0.9091,286.72,158.77,0.7486,300.98,156.39,0.5413,291.48,173.03,0.9194,298.61,173.03,0.8932,292.67,193.23,0.9193,295.04,193.23,0.9047,302.17,212.24,0.9704,298.61,211.05,0.7963,290.29,129.06,0.9222,292.67,139.75,0.9625,296.23,171.84,0.933,298.61,219.37,0.9002,293.85,216.99,0.7689,298.61,220.56,0.9233,295.04,215.81,0.7782,305.74,215.81,0.8401,298.61,214.62,0.8029,21.32,23.2,117.41,100.3,49.97,53.13,6.19,40.6,279.92,129.18,313.73,220.44,0.99
988,285.08,135.91,0.8975,286.27,134.72,0.9113,286.27,134.72,0.708,288.65,134.72,0.8753,293.4,134.72,0.9216,286.27,145.42,0.9276,301.72,145.42,0.923,283.89,158.49,0.9543,308.85,153.74,0.8945,286.27,157.3,0.7151,302.91,156.11,0.6828,291.02,172.75,0.9306,299.34,172.75,0.8965,292.21,192.95,0.9003,294.59,192.95,0.8901,302.91,211.96,0.9429,298.15,210.77,0.8001,289.84,129.97,0.954,292.21,139.48,0.9674,295.78,171.56,0.9492,299.34,219.09,0.8443,292.21,216.71,0.81,299.34,220.28,0.8935,293.4,215.52,0.8065,306.47,216.71,0.836,298.15,214.34,0.8258,24.55,25.99,108.8,126.87,56.31,55.92,7.7,32.47,279.99,128.9,312.75,220.16,0.99
989,286.09,135.38,0.9278,287.28,134.2,0.9411,287.28,134.2,0.7572,289.65,135.38,0.88,294.38,135.38,0.8877,286.09,144.85,0.9406,301.49,144.85,0.9327,283.73,159.06,0.9746,309.78,153.14,0.8465,287.28,157.88,0.7247,302.67,156.7,0.817,292.01,173.27,0.9459,299.12,173.27,0.8976,293.2,193.4,0.959,294.38,192.22,0.9112,302.67,213.53,0.943,297.94,211.16,0.8224,290.83,128.28,0.9377,292.01,138.93,0.9244,295.57,172.09,0.9781,297.94,219.45,0.777,292.01,217.08,0.881,299.12,220.64,0.7915,293.2,215.9,0.8637,307.41,218.27,0.8179,297.94,215.9,0.8551,24.66,21.83,108.43,117.9,55.62,63.86,0.22,36.87,280.02,128.4,312.3,219.33,0.99
990,286.26,135.7,0.9114,286.26,134.52,0.9488,287.44,134.52,0.7168,288.62,134.52,0.8877,294.52,134.52,0.8932,286.26,143.96,0.9232,301.6,143.96,0.9236,283.9,158.12,0.9701,309.86,153.4,0.8861,286.26,156.94,0.7189,312.22,153.4,0.6242,292.16,172.28,0.9364,299.24,172.28,0.8905,293.34,192.35,0.9404,293.34,192.35,0.8771,302.78,212.41,0.9104,296.88,211.23,0.828,289.8,128.62,0.9384,292.16,139.24,0.9526,295.7,171.1,0.9619,296.88,218.31,0.7813,292.16,217.13,0.9076,296.88,219.49,0.7923,292.16,215.95,0.9233,306.32,217.13,0.8175,298.06,215.95,0.8351,27.01,21.83,48.81,126.03,49.28,70.2,6.19,36.87,280.08,128.74,312.49,219.37,0.99
991,285.15,136.54,0.9142,286.33,135.37,0.9381,286.33,134.19,0.7399,288.69,135.37,0.8849,294.59,135.37,0.9225,286.33,144.8,0.911,300.49,144.8,0.9307,283.97,158.96,0.9687,308.74,153.06,0.909,286.33,156.6,0.727,313.46,153.06,0.645,292.23,173.11,0.9304,299.31,171.93,0.8762,294.59,191.99,0.9178,293.41,191.99,0.8822,302.85,213.22,0.9093,295.77,210.86,0.821,289.87,128.29,0.9387,292.23,138.9,0.9435,295.77,171.93,0.9668,296.95,219.12,0.7293,291.05,217.94,0.8702,296.95,220.3,0.7407,292.23,216.76,0.9192,306.39,216.76,0.837,296.95,215.58,0.8385,23.51,14.13,45.0,144.46,40.82,66.25,6.41,18.43,280.32,128.41,312.4,219.0,0.99
992,285.46,135.54,0.9081,286.63,134.37,0.8968,286.63,134.37,0.6941,288.95,134.37,0.8647,294.78,135.54,0.9174,286.63,144.85,0.9073,300.6,143.69,0.9289,284.3,158.82,0.9642,308.75,153.0,0.8973,286.63,157.66,0.7217,307.58,155.33,0.7771,292.45,172.79,0.9319,299.43,171.63,0.8785,294.78,191.42,0.889,292.45,191.42,0.8905,302.92,212.37,0.8848,294.78,211.21,0.8467,290.12,128.55,0.9193,292.45,139.03,0.969,295.94,171.63,0.9594,298.27,220.52,0.7778,290.12,218.19,0.8566,299.43,220.52,0.7353,291.28,217.03,0.891,306.42,217.03,0.8305,297.1,215.86,0.8963,26.15,14.13,67.75,126.03,40.4,51.0,6.41,18.43,280.48,128.67,312.56,218.08,0.99
993,285.64,135.68,0.9177,286.81,134.51,0.8957,286.81,134.51,0.7188,289.14,134.51,0.8711,294.96,135.68,0.9129,285.64,143.84,0.9159,300.79,143.84,0.9452,284.48,158.98,0.9517,308.95,153.16,0.9108,285.64,157.82,0.7108,306.61,156.65,0.6774,291.47,171.8,0.9463,298.46,171.8,0.8955,294.96,191.61,0.8634,291.47,191.61,0.9028,303.12,212.58,0.8976,294.96,212.58,0.851,290.3,128.69,0.9246,292.63,139.17,0.9737,296.13,170.63,0.9392,298.46,219.57,0.776,290.3,218.41,0.8722,298.46,220.74,0.7771,290.3,217.24,0.8996,306.61,217.24,0.8489,296.13,216.08,0.8901,28.9,11.24,74.88,139.4,48.12,54.94,6.19,40.6,280.37,128.8,313.05,218.29,0.99
994,284.73,135.75,0.9121,287.06,133.42,0.8953,285.9,133.42,0.7789,289.39,134.59,0.8959,294.05,134.59,0.927,285.9,143.91,0.9226,301.04,143.91,0.9417,284.73,159.05,0.9559,309.2,153.22,0.9038,284.73,156.72,0.6896,308.03,155.55,0.6823,291.72,171.86,0.9662,298.71,171.86,0.911,295.22,191.67,0.884,291.72,191.67,0.8958,303.37,212.64,0.8832,294.05,211.47,0.8422,290.56,128.76,0.9153,291.72,139.25,0.9629,296.38,170.7,0.9367,298.71,220.79,0.7532,289.39,218.46,0.8954,298.71,220.79,0.715,289.39,217.3,0.8882,306.87,216.13,0.8432,296.38,216.13,0.8785,26.15,11.24,67.75,175.6,40.4,51.0,2.09,40.6,280.67,128.88,313.25,218.34,0.99
995,284.78,134.6,0.9127,285.94,133.44,0.8923,285.94,133.44,0.7774,289.41,134.6,0.8965,294.04,134.6,0.9179,285.94,143.86,0.9209,300.99,143.86,0.939,283.62,158.91,0.9585,309.09,153.12,0.8899,283.62,156.6,0.7066,306.77,156.6,0.6091,291.72,171.65,0.9508,298.67,171.65,0.9127,295.2,192.49,0.8915,291.72,191.33,0.9223,303.3,212.17,0.8874,292.88,212.17,0.8792,290.57,128.81,0.9176,291.72,139.23,0.9614,295.2,170.49,0.9491,298.67,220.27,0.7532,288.25,217.96,0.892,298.67,220.27,0.75,288.25,216.8,0.8727,306.77,216.8,0.8449,295.2,215.64,0.8716,22.62,12.92,74.88,171.25,41.84,52.12,0.0,36.87,280.34,128.93,313.53,217.84,0.99
996,284.78,134.77,0.9207,285.94,133.62,0.8925,285.94,133.62,0.775,289.41,134.77,0.9295,294.04,134.77,0.9192,285.94,144.03,0.9131,300.99,144.03,0.9423,283.63,159.08,0.9596,309.09,154.45,0.8718,282.47,155.61,0.7858,304.46,157.92,0.7026,291.73,171.81,0.9566,298.67,171.81,0.9148,295.2,192.64,0.8739,291.73,191.48,0.9354,304.46,213.47,0.9281,292.89,212.32,0.9156,290.57,128.99,0.9205,291.73,139.4,0.9633,295.2,170.65,0.9532,299.83,220.42,0.7368,287.1,216.95,0.9124,300.99,220.42,0.709,288.26,215.79,0.8627,306.77,216.95,0.837,294.04,215.79,0.8686,22.62,14.5,91.01,152.82,54.52,57.65,0.0,36.87,280.18,129.1,313.69,217.99,0.99
997,284.82,134.86,0.9302,285.98,133.7,0.8886,285.98,133.7,0.77,289.46,134.86,0.9272,294.1,134.86,0.9284,285.98,144.13,0.9167,301.05,144.13,0.9445,283.67,159.2,0.944,309.16,153.4,0.9029,282.51,155.72,0.7944,304.53,158.04,0.7291,291.78,171.95,0.9596,298.73,171.95,0.9038,295.25,192.81,0.8806,291.78,191.65,0.934,304.53,212.51,0.9155,291.78,212.51,0.9289,290.62,127.91,0.9173,291.78,138.34,0.9664,295.25,170.79,0.9385,302.21,219.46,0.6809,287.14,217.14,0.9329,303.37,220.62,0.6878,288.3,215.99,0.888,306.84,215.99,0.8475,292.94,215.99,0.8962,19.44,15.74,86.19,152.82,45.0,43.64,0.22,36.87,280.19,129.18,313.8,218.19,0.99
998,284.81,134.89,0.9603,285.98,133.73,0.886,285.98,132.56,0.7721,289.47,133.73,0.9231,294.12,134.89,0.9335,285.98,144.2,0.9199,301.1,144.2,0.9263,284.81,158.16,0.9515,309.24,153.5,0.9304,281.32,154.67,0.8541,320.87,153.5,0.5282,291.79,172.12,0.9473,297.61,172.12,0.9085,295.28,193.05,0.8835,290.63,191.89,0.9291,304.59,212.83,0.9116,290.63,212.83,0.9239,290.63,127.91,0.9377,291.79,138.38,0.9703,295.28,170.95,0.9291,304.59,219.81,0.6658,287.14,216.32,0.9195,303.43,219.81,0.688,287.14,215.16,0.9055,306.91,216.32,0.8411,292.96,216.32,0.9173,19.44,15.74,48.81,130.24,45.0,25.2,0.22,45.0,280.11,129.19,313.94,218.53,0.99
999,284.89,134.89,0.9541,286.05,132.56,0.8877,286.05,132.56,0.7857,289.54,133.73,0.931,294.18,134.89,0.9249,286.05,144.18,0.9137,301.15,144.18,0.9324,283.73,158.11,0.9504,309.28,153.46,0.8958,282.57,154.63,0.7932,304.63,155.79,0.5309,291.86,170.88,0.9311,298.83,170.88,0.8946,295.34,192.94,0.8941,290.7,191.78,0.9205,304.63,212.68,0.8583,290.7,212.68,0.9669,290.7,127.92,0.9461,291.86,138.37,0.9627,295.34,169.72,0.9294,305.79,219.65,0.6908,286.05,216.17,0.9394,304.63,220.81,0.7323,287.21,215.01,0.9047,308.12,215.01,0.8501,291.86,216.17,0.9031,21.25,16.23,104.62,152.1,53.13,15.74,0.0,36.87,279.57,129.2,314.6,218.37,0.99
1000,285.91,134.61,0.9354,287.07,133.45,0.8915,287.07,133.45,0.7647,289.39,134.61,0.9275,294.04,134.61,0.924,285.91,143.91,0.9031,301.01,143.91,0.9481,284.74,157.85,0.9488,310.31,154.36,0.8918,282.42,155.53,0.7412,304.5,156.69,0.8115,291.72,171.79,0.9506,298.69,171.79,0.9,295.2,192.71,0.8954,291.72,191.55,0.9284,305.66,212.47,0.8376,290.55,212.47,0.9856,290.55,127.64,0.9364,292.88,138.1,0.9559,295.2,170.63,0.9411,305.66,219.44,0.6989,285.91,215.95,0.9489,304.5,219.44,0.735,287.07,214.79,0.9006,307.98,214.79,0.8671,290.55,217.11,0.8785,16.26,18.43,109.83,130.24,49.95,27.9,8.44,36.87,279.18,128.92,314.71,218.16,0.99
1001,285.95,135.97,0.9142,287.11,133.65,0.8994,285.95,133.65,0.7767,289.44,134.81,0.9177,295.26,134.81,0.9209,285.95,144.12,0.9195,301.08,144.12,0.9621,283.62,158.08,0.9403,310.39,154.59,0.9051,287.11,155.76,0.7732,304.57,156.92,0.6718,290.6,170.88,0.9253,299.91,170.88,0.907,295.26,191.83,0.8743,291.77,190.66,0.8899,305.73,210.44,0.836,289.44,212.77,0.9502,290.6,127.83,0.9305,292.93,139.47,0.9527,295.26,169.72,0.9364,306.9,219.75,0.7465,283.62,215.1,0.9526,304.57,219.75,0.8194,285.95,213.94,0.8858,309.22,212.77,0.9275,290.6,216.26,0.9106,16.37,16.83,109.83,133.15,62.19,22.23,6.91,28.07,278.66,129.11,315.35,218.47,0.99
1002,286.04,135.94,0.9186,287.19,133.63,0.9068,286.04,133.63,0.7826,289.5,134.79,0.9177,295.26,134.79,0.9134,286.04,144.01,0.9227,302.17,144.01,0.9624,283.73,157.84,0.9361,310.24,154.38,0.9127,287.19,156.68,0.7505,303.33,157.84,0.7579,290.65,171.67,0.9469,298.72,171.67,0.9217,294.11,192.41,0.8982,290.65,191.26,0.9146,305.63,212.0,0.8338,289.5,212.0,0.9656,290.65,127.87,0.9331,292.95,139.4,0.9476,295.26,170.51,0.9357,306.78,220.07,0.7006,283.73,214.31,0.9281,305.63,220.07,0.764,284.89,214.31,0.8983,307.94,214.31,0.8447,290.65,216.61,0.933,19.2,21.0,101.31,117.9,65.02,22.34,7.07,32.47,278.62,129.14,315.36,217.65,0.99
1003,285.96,135.78,0.9281,287.11,134.63,0.922,287.11,133.48,0.7638,289.41,134.63,0.909,295.17,134.63,0.8994,285.96,143.84,0.9191,302.08,143.84,0.9527,283.66,157.66,0.9324,310.14,154.21,0.8925,287.11,156.51,0.7767,303.23,157.66,0.725,290.56,171.48,0.9428,298.62,171.48,0.9222,295.17,192.2,0.9205,290.56,191.05,0.9133,305.53,211.78,0.8607,289.41,212.93,0.9739,290.56,127.72,0.9247,292.87,139.24,0.9435,295.17,170.33,0.9505,306.68,219.84,0.7033,283.66,215.23,0.9217,305.53,220.99,0.7785,284.81,214.08,0.9031,307.84,214.08,0.8432,289.41,216.38,0.9424,19.37,15.37,101.31,117.9,65.19,19.77,7.07,32.47,278.53,128.99,315.26,217.42,0.99
1004,286.82,135.64,0.9223,286.82,134.48,0.946,286.82,134.48,0.743,289.14,134.48,0.8863,294.93,135.64,0.8792,286.82,144.92,0.9132,301.89,143.76,0.9389,283.34,157.67,0.9148,310.0,154.19,0.8907,286.82,157.67,0.7562,304.21,157.67,0.6989,290.3,171.58,0.948,299.57,171.58,0.9235,294.93,191.28,0.9333,291.46,191.28,0.8961,305.37,210.99,0.8482,289.14,212.14,0.9651,290.3,127.53,0.8973,292.62,139.12,0.9342,294.93,170.42,0.9437,306.52,220.26,0.7101,283.34,214.46,0.9457,305.37,220.26,0.7892,284.5,214.46,0.9118,308.84,213.3,0.8588,289.14,216.78,0.9193,16.04,14.66,96.91,105.26,61.86,20.77,7.07,28.07,278.32,128.81,315.02,217.82,0.99
1005,286.55,136.61,0.9298,286.55,135.44,0.9525,287.72,134.27,0.7312,290.06,135.44,0.8872,294.74,135.44,0.8762,286.55,143.64,0.9265,301.77,143.64,0.9317,284.2,157.69,0.9253,309.97,155.35,0.8906,286.55,156.52,0.739,304.11,157.69,0.6707,290.06,170.57,0.9554,299.43,171.74,0.9276,294.74,191.65,0.9319,291.23,191.65,0.8998,305.28,210.39,0.8604,288.89,212.73,0.9459,291.23,128.41,0.9334,292.4,138.95,0.9208,294.74,170.57,0.9403,306.45,219.75,0.7296,283.03,213.9,0.9718,305.28,219.75,0.8205,284.2,213.9,0.9189,308.8,212.73,0.8886,288.89,216.24,0.907,16.04,16.83,103.19,126.03,72.35,22.23,2.1,14.04,278.51,128.53,314.5,218.47,0.99
1006,286.31,135.83,0.9486,287.47,134.67,0.9536,287.47,134.67,0.7608,289.79,134.67,0.8627,295.6,135.83,0.849,286.31,143.96,0.9429,302.56,143.96,0.9323,282.82,157.9,0.9371,309.53,155.57,0.9017,287.47,157.9,0.7781,302.56,159.06,0.788,290.95,170.67,0.9716,299.08,170.67,0.9278,294.44,191.57,0.9391,290.95,191.57,0.9043,306.05,211.31,0.8564,288.63,212.47,0.9536,290.95,128.87,0.9314,293.27,139.32,0.9379,295.6,170.67,0.9297,308.37,219.44,0.6692,282.82,213.63,0.9573,306.05,220.6,0.7823,283.99,213.63,0.9098,308.37,213.63,0.8642,288.63,217.11,0.9027,14.91,21.0,94.4,104.04,72.35,14.52,8.29,0.0,278.42,128.98,313.94,218.16,0.99
1007,286.22,135.51,0.9567,287.38,134.34,0.9527,287.38,134.34,0.7995,289.72,135.51,0.8702,295.57,135.51,0.8612,286.22,144.86,0.9477,302.58,144.86,0.9189,282.71,158.89,0.9414,308.42,156.55,0.896,287.38,158.89,0.8074,301.41,158.89,0.8038,290.89,171.74,0.9804,299.07,171.74,0.9338,294.4,191.62,0.9464,290.89,191.62,0.8984,306.09,210.32,0.8594,288.55,212.66,0.941,290.89,128.49,0.9613,293.23,139.01,0.9289,295.57,170.57,0.9597,308.42,219.67,0.6975,282.71,213.82,0.9838,306.09,219.67,0.8079,283.88,213.82,0.9131,308.42,213.82,0.8867,288.55,217.33,0.8959,16.04,22.0,98.13,104.04,72.35,17.97,8.29,32.47,278.49,128.61,313.81,218.38,0.99
1008,286.46,136.85,0.9356,287.63,135.68,0.948,287.63,134.51,0.7554,289.97,135.68,0.8824,294.66,135.68,0.8886,286.46,145.05,0.938,301.69,145.05,0.9431,282.95,157.93,0.9282,308.71,156.76,0.9057,287.63,160.28,0.8397,301.69,159.1,0.8216,289.97,170.82,0.9658,299.34,170.82,0.9423,293.49,191.9,0.9301,291.15,191.9,0.8917,306.37,210.64,0.8504,288.8,212.98,0.9179,291.15,128.65,0.9642,292.32,139.19,0.9412,294.66,170.82,0.9499,308.71,220.01,0.7217,281.78,214.15,0.9845,306.37,220.01,0.829,284.12,214.15,0.9129,308.71,212.98,0.8723,288.8,216.49,0.9,14.91,25.05,102.53,78.69,74.2,20.47,2.1,0.0,278.61,128.77,314.22,218.72,0.99
1009,286.6,135.89,0.969,287.77,134.72,0.9518,287.77,134.72,0.8064,290.11,135.89,0.8691,295.95,135.89,0.8618,286.6,144.07,0.9526,301.79,144.07,0.9297,283.1,158.09,0.944,308.8,156.92,0.8967,287.77,161.59,0.852,301.79,159.26,0.8166,290.11,170.94,0.9547,299.45,170.94,0.9459,293.61,191.97,0.9221,291.27,191.97,0.8929,306.46,209.5,0.854,287.77,213.01,0.9029,291.27,128.88,0.9373,293.61,139.39,0.9408,294.78,169.77,0.9445,308.8,220.02,0.7085,281.93,214.18,0.9705,306.46,220.02,0.8385,283.1,214.18,0.9005,308.8,211.84,0.8531,288.94,216.51,0.8862,11.79,26.79,100.18,67.17,69.23,23.72,10.33,28.07,278.6,128.99,314.46,218.73,0.99
